Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
10603,Cujo,Stephen  King,"King, Stephen",María Antonia Menini,"=""0307348245""","=""9780307348241""",3,Debolsillo,Mass Market Paperback,432,2006,1981,2024/12/02,2024/11/28,,,read,"Oof, extremely hard for me to rate this book and here’s why: the suspense scenes are incredible and King does, like always, an amazing job at creating people and having them have real issues.<br/>But the book is so long with no apparent reason, just for the sake of building more unfortunate scenarios.<br/>I liked it, but also hated it!",,,1,0
5129,Brave New World,Aldous Huxley,"Huxley, Aldous",,"=""0060929871""","=""9780060929879""",2,HarperPerennial / Perennial Classics,Paperback,288,1998,1932,2024/11/28,2022/10/22,,,read,"First 1/3 was incredible and the world setting felt good, but I feel like we built that world for nothing. No one was breaking out of it with a bang, we just saw someone that never belonged to it keeping that way.<br/>The rest of the book was dull, long, jumping in the timeline, and out of character with the rest.<br/>I’m all for moral and societal lessons but you can’t just throw the world you built away and focus solely on that",,,1,0
1335568,Engine Summer,John Crowley,"Crowley, John",,"=""0553131990""","=""9780553131994""",4,Bantam,Mass Market Paperback,209,1980,1979,2024/11/15,2024/11/04,,,read,"'Engine Summer' follows the narration of Rush-that-Speaks, a boy who lives in a settlement, located in space in a post-apocalyptic-event Earth, that, inspired by the stories of Earth's 'angels',  leaves his home on a pilgrimage of self-enlightenment built on experienced and told stories. In his Path, Rush is faced with the myths and memories that shape his civilization and culture, reflecting on an outside world that is strange, hidden, and that does not always say what it means and means what it says.<br/><br/>What makes a good sci-fi book, for me, is the author's ability to immerse us in the world without worrying about explaining every small detail like we're newborns to it. This is not easy, and very often it's off-putting for a large crowd, but Crowley does it marvellously. 'Engine Summer' reads like a poem and dream, with the right cadence, description, and timeline. Leaning heavily on a love-journey type of plot ( for a girl and also for Rush's meaning of life ), we're taken into exploring a world that feels very familiar but very strange since it seems to have been frozen in time and has people fed in that still-image. 'Engine Summer' takes its time allowing Rush to explore this new-old world and know what is beyond Little Belair, his settlement.... Until the last 1/4, I mean, which is where the artistry is replaced by a rushing feeling of ending a journey and where the elegance and complicated apparent simplicity ends, feeling almost disconnected for the rest of the story.<br/><br/>If a layered world with a heavier layered meaning behind it calls for you, 'Engine Summer' won't disappoint you but you should be prepared to wander, aimlessly, in a strange world, with different groups living it differently.",,,1,0
38482805,The Bone Church,Stephen  King,"King, Stephen",,"=""""","=""""",1,,Unknown Binding,10,,2009,2024/11/10,2024/11/06,,,read,"Maybe this is a good story but as an audio piece, it doesn’t work, especially since it’s a poem. Too much emphasis on the performance and not enough on the words, I felt lost and not getting into the story ",,,1,0
55018996,A Death,Stephen  King,"King, Stephen",,"=""""","=""""",2,,Unknown Binding,,,,2024/11/06,2024/11/04,,,read,"Found it extremely flat and not very fun; not the best in the Bazaar, for sure ",,,1,0
27776390,Bad Little Kid,Stephen  King,"King, Stephen",,"=""""","=""""",2,Scribner,ebook,40,2015,2014,2024/11/04,2024/11/02,,,read,"I’m surprised that amongst the Bazaar of Bad Dreams this story has a high rating, comparatively.<br/>I personally found it dull, predictable and not particularly enjoyable in terms of narrative or horror",,,1,0
179780,"The Exorcist (The Exorcist, #1)",William Peter Blatty,"Blatty, William Peter",,"=""""","=""""",4,HarperTorch,Mass Market Paperback,385,1994,1971,2024/11/03,2024/10/25,,,read,"It’s a good book but felt too long at times. I wanted more descriptions, more environment, but it didn’t provide that. Instead a lot was left with the characters ruminating without actually making some of the stuff clear. The mystery part also felt… off, for some reason",,,1,0
31283049,Batman and Robin have an Altercation,Stephen  King,"King, Stephen",,"=""""","=""""",4,,Unknown Binding,,,2012,2024/11/02,2024/11/02,,,read,"A story where the voyage is a lot more powerful than the end, for me, where the world of mental illness is described with its small victories and devastating losses",,,1,0
13093998,Premium Harmony,Stephen  King,"King, Stephen",Steve Powers,"=""""","=""""",4,The New Yorker,ebook,5,2009,2009,2024/11/02,2024/11/02,,,read,No one likes sad endings but life is just that at times. King does a good job grabbing a mundane world and placing it in a concise story.,,,1,0
12070846,Mile 81,Stephen  King,"King, Stephen",,"=""1451665601""","=""9781451665604""",5,Scribner,ebook,80,2011,2011,2024/11/02,2024/10/22,,,read,"This short story wins a high ranking place in my heart from King’s amazing ability to build kids, how they think and how the world perceives them!<br/>The style and writing in this story unlocked something for me, and I think it has the perfect mix of characters, plot, narrative and all the good stuff that makes King King!",,,1,0
61294937,"The Adventures of Amina al-Sirafi (Amina al-Sirafi, #1)",Shannon Chakraborty,"Chakraborty, Shannon",S.A. Chakraborty,"=""""","=""""",3,Harper Voyager,Hardcover,483,2023,2023,2024/10/27,2023/09/07,,,read,"This book deserves every kind of praise for Chakraborty’s research and use of bibliography. As an introduction to any type of Muslamic folklore (and maybe even the history), I enjoyed being ignorant of a lot of stuff written here so I could research them myself.<br/>Now to the story itself…<br/>At times, the book felt like a very good DnD campaign, but unfortunately the times where it felt disconnected and pathless were more often.<br/>I think that the first 1/3 of the book is very good; it sets the plot in a good way, there are fun scenarios to explore and the details are on point. The second and last third, however, felt incrementally disconnected, losing the polished descriptions and events, and I was getting madly frustrated by it.<br/>It pains me to give the book a ‘meh’ review but I just couldn’t get around to love it and enjoy it as it is. Come to think of it, it ended up feeling very YA",,,1,0
43798285,The Institute,Stephen  King,"King, Stephen",,"=""""","=""""",0,Scribner,Hardcover,561,2019,2019,,2024/10/22,to-read,to-read (#196),to-read,,,,0,0
13151129,"Earth Unaware (The First Formic War, #1)",Orson Scott Card,"Card, Orson Scott",Aaron Johnston,"=""0765329042""","=""9780765329042""",0,Tor Books,Hardcover,368,2012,2012,,2024/10/22,to-read,to-read (#195),to-read,,,,0,0
2429135,"The Girl With the Dragon Tattoo (Millennium, #1)",Stieg Larsson,"Larsson, Stieg",Reg Keeland,"=""0670069019""","=""9780670069019""",0,Viking Canada,Hardcover,480,2008,2005,,2024/10/22,to-read,to-read (#194),to-read,,,,0,0
3636,"The Giver (Giver, #1)",Lois Lowry,"Lowry, Lois",,"=""0385732554""","=""9780385732550""",0,Ember,Paperback,208,2006,1993,,2024/10/22,to-read,to-read (#193),to-read,,,,0,0
1772910,White Nights,Fyodor Dostoevsky,"Dostoevsky, Fyodor",Olga Shartse,"=""""","=""""",0,,Paperback,82,1848,1848,,2024/10/22,to-read,to-read (#192),to-read,,,,0,0
36374432,1922,Stephen  King,"King, Stephen",Craig Wasson,"=""1508254508""","=""9781508254508""",4,Simon  Schuster Audio,Audiobook,6,2017,,2024/10/20,2024/10/13,,,read,"At points the story felt very lovecraftian, at others it just went full balls to the wall on the gore.<br/>Most of the plot is interesting, even if it lasts for too long. Also, there is a chunk of the story that I felt tricked by due to the narration of events in which the character wasn’t present but still knew what happened. I would have preferred if the perspective had switched and then had the main character find out some other way instead of the ‘well, they told me that…’.<br/>Anyway, good story, the audiobook is great",,,1,0
18423,The Left Hand of Darkness,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""""","=""""",0,Ace,Paperback,304,2000,1969,,2024/10/14,to-read,to-read (#191),to-read,,,,0,0
58727132,Eversion,Alastair Reynolds,"Reynolds, Alastair",,"=""0316462829""","=""9780316462822""",4,Orbit,Paperback,304,2022,2022,2024/10/13,2024/10/08,,,read,"This is a good book! It didn’t left me in awe with it (probably because I was left confused with the different times but the plot is good, the characters are loveable enough and it’s a nice read.<br/>There’s nothing inherently bad with it but I would like to have a bit more of context at the start of the chapters (maybe a year or something) so I could understand where I’m standing.<br/>Now that I understand the entire plot, surely the second reading will be a lot better.<br/>In any case, if you feel yourself confused and willing to give up the book, don’t! Eventually everything will make sense",,,1,0
350,Stranger in a Strange Land,Robert A. Heinlein,"Heinlein, Robert A.",James Warhola,"=""""","=""""",0,Ace,Paperback,525,1991,1961,,2024/10/05,to-read,to-read (#190),to-read,,,,0,0
36402034,Do Androids Dream of Electric Sheep?,Philip K. Dick,"Dick, Philip K.",,"=""""","=""""",4,Ballantine Books,ebook,258,2008,1968,2024/09/08,2023/03/09,,,read,"It has some pacing issues that threw me off, and the writing is average, but some sections of the book feel so immensely developed and try to convey such a large meaning that it completely makes up for it.<br/>I like books that make me look for their meaning (which is most of the good SF, I guess) and this one is no different; it feels weird and murky at times but I take great joy in seeing people discussing the philosophical meaning of what PKD created here",,,1,0
70535,"2001: A Space Odyssey (Space Odyssey, #1)",Arthur C. Clarke,"Clarke, Arthur C.",,"=""""","=""""",4,Roc,Paperback,297,2000,1968,2024/06/29,2023/01/19,,,read,"An interesting book but it just didn’t scratch the itch fully.<br/>Since I never saw the movie, I wasn’t expecting it to be existentialist but I appreciated the change! I didn’t, however, find much SciFi in it (maybe the book is showing its age?).<br/>In any case, it is definitely a good read",,,1,0
58831139,"Foundation (Foundation, #1)",Isaac Asimov,"Asimov, Isaac",,"=""""","=""""",3,Spectra,Kindle Edition,255,2004,1951,2024/10/05,2023/01/19,,,read,"Asimov deserves all the praise for being one of the pioneers of SciFi, but this book, for me, just isn't showing that.<br/>There's a lot of talk (maybe 95% of the book is just talking) and I just couldn't get into it. I didn't know what to attach myself to since:<br/>1. the plot was somewhat interesting but even with time jumps it didn't develop<br/>2. there's little to no world-building apart from the politics (which I understand why it gets a major focus)<br/>3. the characters are constantly trying to one-up the others by showing how smart they are (I've never read the phrase 'Yeah, I know what you mean, you can skip that', or a derivative of it, so many times!)",,,1,0
32617610,"Sea of Rust (Sea of Rust, #1)",C. Robert Cargill,"Cargill, C. Robert",,"=""1473212782""","=""9781473212787""",3,Orion Publishing Co,Paperback,365,2017,2017,2024/09/29,2023/09/23,,,read,"Aww, man… I wanted to like the book but it felt so anticlimactic and dull. The story felt extremely flat for me, and I wasn’t able to care for any of the characters.<br/>Despite the fact that the book is about robots, and nearly solely with robots, they could have been replaced by something else completely and the story would land the same way <br/>The world building felt nonexistent, the descriptions were mostly about fight scenes (which felt like 80% of the book) and the characters were flat as a sheet of paper.<br/>It doesn’t get 2⭐️ because the idea was interesting and there are bits of reflection",,,1,0
4671,The Great Gatsby,F. Scott Fitzgerald,"Fitzgerald, F. Scott",,"=""0743273567""","=""9780743273565""",4,Scribner,Paperback,180,2025,1925,2011/01/01,2021/06/06,,,read,,,,1,0
43722869,"The Eden Paradox (Eden Paradox, #1)",Barry Kirwan,"Kirwan, Barry",,"=""""","=""""",0,,Kindle Edition,392,2019,2011,,2024/09/27,to-read,to-read (#189),to-read,,,,0,0
49628,Cloud Atlas,David  Mitchell,"Mitchell, David",,"=""0375507256""","=""9780375507250""",0,Random House,Paperback,509,2004,2004,,2024/09/27,to-read,to-read (#188),to-read,,,,0,0
26597350,How to Grow Old: Ancient Wisdom for the Second Half of Life (Ancient Wisdom for Modern Readers),Marcus Tullius Cicero,"Cicero, Marcus Tullius",Philip Freeman,"=""0691167702""","=""9780691167701""",0,Princeton University Press,Hardcover,217,2016,-44,,2024/09/27,to-read,to-read (#187),to-read,,,,0,0
135742,In Praise of Idleness and Other Essays,Bertrand Russell,"Russell, Bertrand",,"=""0415109248""","=""9780415109246""",0,Routledge,Paperback,192,1985,1935,,2024/09/27,to-read,to-read (#186),to-read,,,,0,0
9836767,The Shawshank Redemption,Stephen  King,"King, Stephen",Frank  Muller,"=""1101010991""","=""9781101010990""",3,Penguin Audio,Audiobook,4,2009,1982,2024/09/26,2024/09/26,,,read,"I found it dull. Maybe it’s me but it didn’t find the story or the characters interesting and the moral was meh. Having read The Body before, which is personally one of my favourites, Shawshank just left me feeling nothing",,,1,0
